seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	24911843	24911901	59	*	X15440	56948	24908972	24912007	3036	-	0	inside	105	SDR39U1
chr14	24913122	24913151	30	*	X15441	56948	24908972	24912007	3036	-	1114	upstream	1114	SDR39U1
chr14	31343471	31343575	105	*	X15443	1690	31343741	31364261	20521	+	165	upstream	165	COCH
chr14	32547793	32547912	120	*	X15457	84837	32544625	32545905	1281	-	1887	upstream	1887	ARHGAP5-AS1
chr14	34932004	34932123	120	*	X15467	171546	34902144	34931468	29325	-	535	upstream	535	SPTSSA
chr14	35591063	35591075	13	*	X15479	9692	35591527	35786682	195156	+	451	upstream	451	PRORP
chr14	35874003	35874080	78	*	X15487	4792	35870716	35873960	3245	-	42	upstream	42	NFKBIA
chr14	35874476	35874610	135	*	X15488	4792	35870716	35873960	3245	-	515	upstream	515	NFKBIA
chr14	35874586	35874610	25	*	X15489	4792	35870716	35873960	3245	-	625	upstream	625	NFKBIA
chr14	36002816	36002890	75	*	X15490	84684	36003248	36006260	3013	+	357	upstream	357	INSM2
chr14	36537987	36538076	90	*	X15493	101101773	36539633	36634494	94862	+	1556	upstream	1556	LINC00609
chr14	36538073	36538076	4	*	X15494	101101773	36539633	36634494	94862	+	1556	upstream	1556	LINC00609
chr14	36538752	36538856	105	*	X15495	101101773	36539633	36634494	94862	+	776	upstream	776	LINC00609
chr14	36538752	36538783	32	*	X15496	101101773	36539633	36634494	94862	+	849	upstream	849	LINC00609
chr14	36989038	36989069	32	*	X15499	253970	36942494	36988817	46324	-	220	upstream	220	SFTA3
chr14	37052094	37052213	120	*	X15500	26257	37049216	37051786	2571	-	307	upstream	307	NKX2-8
chr14	39640699	39640788	90	*	X15508	122553	39617015	39639634	22620	-	1064	upstream	1064	TRAPPC6B
chr14	45429830	45429898	69	*	X15523	23116	45431416	45543634	112219	+	1517	upstream	1517	TOGARAM1
chr14	45553175	45553178	4	*	X15524	55015	45553302	45584804	31503	+	123	upstream	123	PRPF39
chr14	50086234	50086240	7	*	X15528	4247	50087489	50090199	2711	+	1248	upstream	1248	MGAT2
chr14	50087842	50087945	104	*	X15529	6166	50085406	50087403	1998	-	438	upstream	438	RPL36AL
chr14	50157767	50157886	120	*	X15530	122773	50159823	50219870	60048	+	1936	upstream	1936	KLHDC1
chr14	50157767	50157886	120	*	X15531	122773	50159823	50219870	60048	+	1936	upstream	1936	KLHDC1
chr14	50158307	50158546	240	*	X15532	122773	50159823	50219870	60048	+	1276	upstream	1276	KLHDC1
chr14	50233315	50233359	45	*	X15533	23588	50234787	50249856	15070	+	1427	upstream	1427	KLHDC2
chr14	50320175	50320309	135	*	X15535	9147	50033027	50319539	286513	-	635	upstream	635	NEMF
chr14	50359341	50359445	105	*	X15539	382	50359736	50363772	4037	+	290	upstream	290	ARF6
chr14	50359476	50359572	97	*	X15540	382	50359736	50363772	4037	+	163	upstream	163	ARF6
chr14	50474388	50474507	120	*	X15551	283551	50448430	50474238	25809	-	149	upstream	149	LINC01588
chr14	50474388	50474507	120	*	X15552	283551	50448430	50474238	25809	-	149	upstream	149	LINC01588
chr14	50475677	50475826	150	*	X15553	283551	50448430	50474238	25809	-	1438	upstream	1438	LINC01588
chr14	50475677	50475826	150	*	X15554	283551	50448430	50474238	25809	-	1438	upstream	1438	LINC01588
chr14	50779013	50779130	118	*	X15564	27109	50779047	50802276	23230	+	0	overlapStart	0	DMAC2L
chr14	50779013	50779130	118	*	X15564	79944	50704285	50778947	74663	-	65	upstream	65	L2HGDH
chr14	50779267	50779372	106	*	X15565	27109	50779047	50802276	23230	+	0	inside	219	DMAC2L
chr14	50779267	50779372	106	*	X15565	79944	50704285	50778947	74663	-	319	upstream	319	L2HGDH
chr14	50780558	50780562	5	*	X15566	79944	50704285	50778947	74663	-	1610	upstream	1610	L2HGDH
chr14	51562943	51563107	165	*	X15578	114088	51441981	51562422	120442	-	520	upstream	520	TRIM9
chr14	53020372	53020491	120	*	X15584	57544	52897308	53019301	121994	-	1070	upstream	1070	TXNDC16
chr14	53173067	53173261	195	*	X15586	5706	53173896	53194716	20821	+	634	upstream	634	PSMC6
chr14	53173067	53173261	195	*	X15587	5706	53173896	53194716	20821	+	634	upstream	634	PSMC6
chr14	54423650	54423673	24	*	X15625	652	54416455	54423554	7100	-	95	upstream	95	BMP4
chr14	54956154	54956213	60	*	X15636	2764	54941209	54955744	14536	-	409	upstream	409	GMFB
chr14	54956154	54956213	60	*	X15637	2764	54941209	54955744	14536	-	409	upstream	409	GMFB
chr14	54976044	54976163	120	*	X15638	10668	54976587	55005334	28748	+	423	upstream	423	CGRRF1
chr14	55032399	55032545	147	*	X15639	23034	55034330	55260033	225704	+	1784	upstream	1784	SAMD4A
chr14	55034049	55034168	120	*	X15640	23034	55034330	55260033	225704	+	161	upstream	161	SAMD4A
chr14	55594821	55594880	60	*	X15657	3958	55595935	55612148	16214	+	1054	upstream	1054	LGALS3
chr14	55594821	55594880	60	*	X15658	3958	55595935	55612148	16214	+	1054	upstream	1054	LGALS3
chr14	55595670	55595773	104	*	X15659	3958	55595935	55612148	16214	+	161	upstream	161	LGALS3
chr14	55878643	55878684	42	*	X15663	22863	55833109	55878576	45468	-	66	upstream	66	ATG14
chr14	56048599	56048718	120	*	X15664	100129075	56024690	56046810	22121	-	1788	upstream	1788	KTN1-AS1
chr14	56048599	56048718	120	*	X15665	100129075	56024690	56046810	22121	-	1788	upstream	1788	KTN1-AS1
chr14	56584320	56584424	105	*	X15675	57161	56585093	56768031	182939	+	668	upstream	668	PELI2
chr14	57856945	57857073	129	*	X15678	122830	57857271	57879466	22196	+	197	upstream	197	NAA30
chr14	58665839	58665928	90	*	X15680	55860	58666833	58702353	35521	+	904	upstream	904	ACTR10
chr14	58763294	58763398	105	*	X15681	5926	58765222	58840451	75230	+	1823	upstream	1823	ARID4A
chr14	58763294	58763398	105	*	X15682	5926	58765222	58840451	75230	+	1823	upstream	1823	ARID4A
chr14	61116547	61116571	25	*	X15703	6495	61111417	61116155	4739	-	391	upstream	391	SIX1
chr14	61116731	61116835	105	*	X15704	6495	61111417	61116155	4739	-	575	upstream	575	SIX1
chr14	61191164	61191216	53	*	X15708	51804	61176256	61191039	14784	-	124	upstream	124	SIX4
chr14	62215842	62215961	120	*	X15735	100750247	62213757	62215807	2051	-	34	upstream	34	HIF1A-AS2
chr14	64011131	64011235	105	*	X15741	5529	63841355	64010079	168725	-	1051	upstream	1051	PPP2R5E
chr14	64011131	64011235	105	*	X15742	5529	63841355	64010079	168725	-	1051	upstream	1051	PPP2R5E
chr14	64854618	64854654	37	*	X15751	4522	64854759	64926725	71967	+	104	upstream	104	MTHFD1
chr14	64931849	64931953	105	*	X15752	9495	64932217	64941221	9005	+	263	upstream	263	AKAP5
chr14	64970824	64971123	300	*	X15753	22890	64970703	65000408	29706	+	0	inside	120	ZBTB1
chr14	64972154	64972185	32	*	X15754	7597	64915824	64971931	56108	-	222	upstream	222	ZBTB25
chr14	65006754	65006873	120	*	X15755	3306	65007186	65009954	2769	+	312	upstream	312	HSPA2
chr14	65169800	65170039	240	*	X15758	26030	65171193	65211060	39868	+	1153	upstream	1153	PLEKHG3
chr14	65169800	65169915	116	*	X15759	26030	65171193	65211060	39868	+	1277	upstream	1277	PLEKHG3
chr14	65346249	65346413	165	*	X15783	6710	65213001	65346601	133601	-	0	inside	187	SPTB
chr14	65438602	65438706	105	*	X15788	376267	65412532	65438875	26344	-	0	inside	168	RAB15
chr14	65439188	65439335	148	*	X15789	376267	65412532	65438875	26344	-	312	upstream	312	RAB15
chr14	65439411	65439545	135	*	X15790	376267	65412532	65438875	26344	-	535	upstream	535	RAB15
chr14	65439411	65439545	135	*	X15791	376267	65412532	65438875	26344	-	535	upstream	535	RAB15
chr14	67880302	67880361	60	*	X15823	26499	67853700	67878828	25129	-	1473	upstream	1473	PLEK2
chr14	67880302	67880361	60	*	X15824	26499	67853700	67878828	25129	-	1473	upstream	1473	PLEK2
chr14	69444460	69444564	105	*	X15943	161159	69446399	69454180	7782	+	1834	upstream	1834	ACTN1-AS1
chr14	69444575	69444676	102	*	X15944	161159	69446399	69454180	7782	+	1722	upstream	1722	ACTN1-AS1
chr14	69446515	69446549	35	*	X15945	161159	69446399	69454180	7782	+	0	inside	115	ACTN1-AS1
chr14	69446515	69446549	35	*	X15945	87	69340840	69446083	105244	-	431	upstream	431	ACTN1
chr14	69621908	69621997	90	*	X15950	8816	69517637	69619914	102278	-	1993	upstream	1993	DCAF5
chr14	69621908	69621997	90	*	X15951	8816	69517637	69619914	102278	-	1993	upstream	1993	DCAF5
chr14	69951189	69951263	75	*	X15957	400224	69951471	69995215	43745	+	207	upstream	207	PLEKHD1
chr14	69951354	69951473	120	*	X15958	400224	69951471	69995215	43745	+	0	overlapStart	0	PLEKHD1
chr14	70077701	70077820	120	*	X15960	9766	70078310	70181861	103552	+	489	upstream	489	SUSD6
chr14	70884521	70884610	90	*	X15963	100529257	70791798	70883807	92010	-	713	upstream	713	SYNJ2BP-COX16
chr14	70884521	70884610	90	*	X15963	55333	70833213	70883807	50595	-	713	upstream	713	SYNJ2BP
chr14	71067666	71067755	90	*	X15964	10001	71050957	71067384	16428	-	281	upstream	281	MED6
chr14	71107611	71107685	75	*	X15965	23508	71108504	71142077	33574	+	818	upstream	818	TTC9
chr14	71107611	71107685	75	*	X15966	23508	71108504	71142077	33574	+	818	upstream	818	TTC9
chr14	71108226	71108245	20	*	X15967	23508	71108504	71142077	33574	+	258	upstream	258	TTC9
chr14	71277463	71277582	120	*	X15975	4293	71194854	71275888	81035	-	1574	upstream	1574	MAP3K9
chr14	71277463	71277582	120	*	X15976	4293	71194854	71275888	81035	-	1574	upstream	1574	MAP3K9
chr14	73362026	73362145	120	*	X15997	8110	73086004	73360809	274806	-	1216	upstream	1216	DPF3
chr14	73362026	73362145	120	*	X15998	8110	73086004	73360809	274806	-	1216	upstream	1216	DPF3
chr14	73391326	73391475	150	*	X15999	26094	73393040	73426357	33318	+	1564	upstream	1564	DCAF4
chr14	73392841	73392975	135	*	X16000	26094	73393040	73426357	33318	+	64	upstream	64	DCAF4
chr14	73703587	73703841	255	*	X16004	89932	73704205	73741347	37143	+	363	upstream	363	PAPLN
chr14	73704127	73704247	121	*	X16005	89932	73704205	73741347	37143	+	0	overlapStart	0	PAPLN
chr14	74111340	74111459	120	*	X16010	83544	74111578	74170431	58854	+	118	upstream	118	DNAL1
chr14	74224216	74224335	120	*	X16026	100616158	74225450	74225522	73	+	1114	upstream	1114	MIR4505
chr14	74224216	74224335	120	*	X16027	100616158	74225450	74225522	73	+	1114	upstream	1114	MIR4505
chr14	74225101	74225295	195	*	X16028	100616158	74225450	74225522	73	+	154	upstream	154	MIR4505
chr14	74225101	74225127	27	*	X16029	100616158	74225450	74225522	73	+	322	upstream	322	MIR4505
chr14	74254286	74254375	90	*	X16035	91748	74181825	74253896	72072	-	389	upstream	389	ELMSAN1
chr14	74550894	74550928	35	*	X16039	91750	74551656	74667117	115462	+	727	upstream	727	LIN52
chr14	74550894	74550928	35	*	X16039	4329	74526872	74551196	24325	-	0	inside	267	ALDH6A1
chr14	75229108	75229197	90	*	X16066	56252	75230069	75304013	73945	+	871	upstream	871	YLPM1
chr14	75348136	75348192	57	*	X16068	1743	75348594	75370450	21857	+	401	upstream	401	DLST
chr14	75348136	75348255	120	*	X16069	1743	75348594	75370450	21857	+	338	upstream	338	DLST
chr14	75390242	75390285	44	*	X16075	83694	75370657	75389958	19302	-	283	upstream	283	RPS6KL1
chr14	75390494	75390523	30	*	X16076	83694	75370657	75389958	19302	-	535	upstream	535	RPS6KL1
chr14	75744210	75744314	105	*	X16091	2353	75745481	75748937	3457	+	1166	upstream	1166	FOS
chr14	75744876	75745060	185	*	X16092	2353	75745481	75748937	3457	+	420	upstream	420	FOS
chr14	75894071	75894160	90	*	X16100	122953	75894509	75939404	44896	+	348	upstream	348	JDP2
chr14	75894071	75894160	90	*	X16101	122953	75894509	75939404	44896	+	348	upstream	348	JDP2
chr14	76044718	76044867	150	*	X16109	55640	76044940	76114512	69573	+	72	upstream	72	FLVCR2
chr14	76044924	76045032	109	*	X16110	55640	76044940	76114512	69573	+	0	overlapStart	0	FLVCR2
chr14	76044971	76045032	62	*	X16111	55640	76044940	76114512	69573	+	0	inside	30	FLVCR2
chr14	76126159	76126257	99	*	X16114	23093	76127551	76421425	293875	+	1293	upstream	1293	TTLL5
chr14	76449123	76449132	10	*	X16121	7043	76424442	76448092	23651	-	1030	upstream	1030	TGFB3
chr14	77279950	77279951	2	*	X16130	23357	77253586	77279283	25698	-	666	upstream	666	ANGEL1
chr14	77292726	77292800	75	*	X16131	145497	77292725	77336645	43921	+	0	inside	0	LRRC74A
chr14	77495182	77495250	69	*	X16183	64207	77490886	77495042	4157	-	139	upstream	139	IRF2BPL
chr14	77495326	77495445	120	*	X16184	64207	77490886	77495042	4157	-	283	upstream	283	IRF2BPL
chr14	77495326	77495445	120	*	X16185	64207	77490886	77495042	4157	-	283	upstream	283	IRF2BPL
chr14	77564041	77564051	11	*	X16203	85457	77564578	77583630	19053	+	526	upstream	526	CIPC
chr14	77647062	77647181	120	*	X16217	57156	77648102	77725838	77737	+	920	upstream	920	TMEM63C
chr14	77647062	77647181	120	*	X16218	57156	77648102	77725838	77737	+	920	upstream	920	TMEM63C
chr14	77647992	77648058	67	*	X16219	57156	77648102	77725838	77737	+	43	upstream	43	TMEM63C
chr14	77786498	77786677	180	*	X16223	2954	77787230	77797940	10711	+	552	upstream	552	GSTZ1
chr14	77842834	77842836	3	*	X16224	161394	77843762	77857587	13826	+	925	upstream	925	SAMD15
chr14	78226325	78226384	60	*	X16228	283579	78227173	78236085	8913	+	788	upstream	788	C14orf178
chr14	89882395	89882484	90	*	X16244	400236	89883698	89886137	2440	+	1213	upstream	1213	FOXN3-AS1
chr14	90526841	90526945	105	*	X16252	56659	90528108	90652195	124088	+	1162	upstream	1162	KCNK13
chr14	90527729	90527848	120	*	X16253	56659	90528108	90652195	124088	+	259	upstream	259	KCNK13
chr14	91283013	91283093	81	*	X16276	145567	91006932	91282761	275830	-	251	upstream	251	TTC7B
chr14	91283104	91283328	225	*	X16277	145567	91006932	91282761	275830	-	342	upstream	342	TTC7B
chr14	91580580	91580744	165	*	X16283	80017	91580357	91691703	111347	+	0	inside	222	DGLUCY
chr14	91720123	91720242	120	*	X16291	8111	91698876	91720224	21349	-	0	overlapStart	0	GPR68
chr14	92573400	92573414	15	*	X16305	4287	92524896	92572965	48070	-	434	upstream	434	ATXN3
chr14	92573596	92573685	90	*	X16306	4287	92524896	92572965	48070	-	630	upstream	630	ATXN3
chr14	93215118	93215237	120	*	X16333	5641	93170152	93215047	44896	-	70	upstream	70	LGMN
chr14	93582609	93582698	90	*	X16373	3705	93403259	93582263	179005	-	345	upstream	345	ITPK1
chr14	93583599	93583703	105	*	X16374	3705	93403259	93582263	179005	-	1335	upstream	1335	ITPK1
chr14	93798166	93798255	90	*	X16380	57578	93799565	94173689	374125	+	1309	upstream	1309	UNC79
chr14	94255349	94255453	105	*	X16387	145270	94184644	94254766	70123	-	582	upstream	582	PRIMA1
chr14	94462015	94462299	285	*	X16404	256369	94463616	94478041	14426	+	1316	upstream	1316	CCDC197
chr14	94462375	94462524	150	*	X16405	256369	94463616	94478041	14426	+	1091	upstream	1091	CCDC197
chr14	94463314	94463394	81	*	X16406	256369	94463616	94478041	14426	+	221	upstream	221	CCDC197
chr14	94463485	94463619	135	*	X16407	256369	94463616	94478041	14426	+	0	overlapStart	0	CCDC197
chr14	94491935	94492107	173	*	X16410	78990	94492724	94515276	22553	+	616	upstream	616	OTUB2
chr14	94492966	94493127	162	*	X16411	78990	94492724	94515276	22553	+	0	inside	241	OTUB2
chr14	94577131	94577310	180	*	X16419	3429	94577079	94583033	5955	+	0	inside	51	IFI27
chr14	94595683	94595856	174	*	X16422	83982	94594118	94595957	1840	-	0	inside	100	IFI27L2
chr14	94596049	94596055	7	*	X16423	83982	94594118	94595957	1840	-	91	upstream	91	IFI27L2
chr14	94596521	94596715	195	*	X16424	83982	94594118	94595957	1840	-	563	upstream	563	IFI27L2
chr14	94596714	94596715	2	*	X16425	83982	94594118	94595957	1840	-	756	upstream	756	IFI27L2
chr14	94640247	94640259	13	*	X16427	57718	94640649	94746072	105424	+	389	upstream	389	PPP4R4
chr14	94857466	94857585	120	*	X16430	5265	94843084	94857029	13946	-	436	upstream	436	SERPINA1
chr14	94857466	94857585	120	*	X16431	5265	94843084	94857029	13946	-	436	upstream	436	SERPINA1
chr14	94857631	94857683	53	*	X16432	5265	94843084	94857029	13946	-	601	upstream	601	SERPINA1
chr14	95047669	95047788	120	*	X16437	5104	95047706	95059457	11752	+	0	overlapStart	0	SERPINA5
chr14	95786484	95786553	70	*	X16461	79789	95648276	95786245	137970	-	238	upstream	238	CLMN
chr14	96504260	96504514	255	*	X16480	56967	96505661	96560226	54566	+	1146	upstream	1146	C14orf132
chr14	96504260	96504514	255	*	X16481	56967	96505661	96560226	54566	+	1146	upstream	1146	C14orf132
chr14	96505515	96505563	49	*	X16482	56967	96505661	96560226	54566	+	97	upstream	97	C14orf132
chr14	96671329	96671463	135	*	X16486	624	96671135	96710666	39532	+	0	inside	193	BDKRB2
chr14	96858047	96858106	60	*	X16491	122481	96858448	96955764	97317	+	341	upstream	341	AK7
chr14	99739020	99739154	135	*	X16522	64919	99635625	99737822	102198	-	1197	upstream	1197	BCL11B
chr14	99739020	99739050	31	*	X16523	64919	99635625	99737822	102198	-	1197	upstream	1197	BCL11B
chr14	100072190	100072339	150	*	X16558	317762	99977603	100070727	93125	-	1462	upstream	1462	CCDC85C
chr14	100072190	100072339	150	*	X16559	317762	99977603	100070727	93125	-	1462	upstream	1462	CCDC85C
chr14	100203994	100204113	120	*	X16569	2009	100204069	100408395	204327	+	0	overlapStart	0	EML1
chr14	100437582	100437658	77	*	X16579	51466	100438151	100610573	172423	+	492	upstream	492	EVL
chr14	100841904	100841984	81	*	X16609	79446	100842755	100996640	153886	+	770	upstream	770	WDR25
chr14	100843252	100843253	2	*	X16610	7453	100800125	100842680	42556	-	571	upstream	571	WARS1
chr14	101338928	101339257	330	*	X16662	442905	101340830	101340922	93	+	1572	upstream	1572	MIR337
chr14	101339378	101339526	149	*	X16663	442905	101340830	101340922	93	+	1303	upstream	1303	MIR337
chr14	101339378	101339526	149	*	X16663	100126315	101341370	101341441	72	+	1843	upstream	1843	MIR665
chr14	102227793	102227833	41	*	X16691	5527	102228135	102394328	166194	+	301	upstream	301	PPP2R5C
chr14	102783698	102783817	120	*	X16717	55778	102783714	102809511	25798	+	0	overlapStart	0	ZNF839
chr14	102976382	102976427	46	*	X16721	122416	102973198	102976128	2931	-	253	upstream	253	ANKRD9
chr14	103242277	103242411	135	*	X16753	7187	103243816	103377837	134022	+	1404	upstream	1404	TRAF3
chr14	103242365	103242411	47	*	X16754	7187	103243816	103377837	134022	+	1404	upstream	1404	TRAF3
chr14	103243357	103243469	113	*	X16755	7187	103243816	103377837	134022	+	346	upstream	346	TRAF3
chr14	103524360	103524434	75	*	X16768	9578	103398716	103523742	125027	-	617	upstream	617	CDC42BPB
chr14	103524870	103525004	135	*	X16769	9578	103398716	103523742	125027	-	1127	upstream	1127	CDC42BPB
chr14	103524870	103525004	135	*	X16770	9578	103398716	103523742	125027	-	1127	upstream	1127	CDC42BPB
chr14	103590841	103591140	300	*	X16803	7127	103592664	103603776	11113	+	1523	upstream	1523	TNFAIP2
chr14	103590841	103590972	132	*	X16804	7127	103592664	103603776	11113	+	1691	upstream	1691	TNFAIP2
chr14	103591201	103591209	9	*	X16805	7127	103592664	103603776	11113	+	1454	upstream	1454	TNFAIP2
chr14	103851022	103851126	105	*	X16819	4140	103851701	103970166	118466	+	574	upstream	574	MARK3
chr14	103989339	103989377	39	*	X16828	1152	103985995	103989196	3202	-	142	upstream	142	CKB
chr14	103989222	103989377	156	*	X16829	1152	103985995	103989196	3202	-	25	upstream	25	CKB
chr14	104027823	104027957	135	*	X16841	3831	104029299	104167888	138590	+	1341	upstream	1341	KLC1
chr14	104027823	104027957	135	*	X16841	84334	104029299	104057236	27938	+	1341	upstream	1341	COA8
chr14	104582093	104582212	120	*	X16873	406986	104583742	104583851	110	+	1529	upstream	1529	MIR203A
chr14	104582093	104582212	120	*	X16874	406986	104583742	104583851	110	+	1529	upstream	1529	MIR203A
chr14	104582855	104582989	135	*	X16875	406986	104583742	104583851	110	+	752	upstream	752	MIR203A
chr14	104584415	104584489	75	*	X16876	100616173	104583755	104583840	86	-	574	upstream	574	MIR203B
chr14	104584415	104584489	75	*	X16877	100616173	104583755	104583840	86	-	574	upstream	574	MIR203B
chr14	104603420	104603599	180	*	X16878	26153	104605060	104647235	42176	+	1460	upstream	1460	KIF26A
chr14	104603780	104603884	105	*	X16879	26153	104605060	104647235	42176	+	1175	upstream	1175	KIF26A
chr14	104604125	104604244	120	*	X16880	26153	104605060	104647235	42176	+	815	upstream	815	KIF26A
chr14	104604731	104604775	45	*	X16881	26153	104605060	104647235	42176	+	284	upstream	284	KIF26A
chr14	105144829	105144918	90	*	X16923	100616300	105144031	105144086	56	-	742	upstream	742	MIR4710
chr14	105145069	105145323	255	*	X16924	100616300	105144031	105144086	56	-	982	upstream	982	MIR4710
chr14	105155642	105155804	163	*	X16933	64423	105155943	105185947	30005	+	138	upstream	138	INF2
chr14	105189384	105189441	58	*	X16941	122622	105190534	105213647	23114	+	1092	upstream	1092	ADSS1
chr14	105189652	105189786	135	*	X16942	122622	105190534	105213647	23114	+	747	upstream	747	ADSS1
chr14	105189656	105189786	131	*	X16943	122622	105190534	105213647	23114	+	747	upstream	747	ADSS1
chr14	105190434	105190434	1	*	X16944	122622	105190534	105213647	23114	+	99	upstream	99	ADSS1
chr14	105190749	105191018	270	*	X16945	122622	105190534	105213647	23114	+	0	inside	214	ADSS1
chr14	105218867	105219005	139	*	X16952	10572	105219470	105225996	6527	+	464	upstream	464	SIVA1
chr14	105218867	105218917	51	*	X16953	10572	105219470	105225996	6527	+	552	upstream	552	SIVA1
chr14	105262856	105262945	90	*	X16957	207	105235687	105262080	26394	-	775	upstream	775	AKT1
chr14	105262856	105262945	90	*	X16958	207	105235687	105262080	26394	-	775	upstream	775	AKT1
chr14	105263095	105263199	105	*	X16959	207	105235687	105262080	26394	-	1014	upstream	1014	AKT1
chr14	105263861	105263980	120	*	X16960	207	105235687	105262080	26394	-	1780	upstream	1780	AKT1
chr14	105263861	105263980	120	*	X16961	207	105235687	105262080	26394	-	1780	upstream	1780	AKT1
chr14	105329944	105330168	225	*	X16975	283638	105331650	105363107	31458	+	1481	upstream	1481	CEP170B
chr14	105329944	105330168	225	*	X16976	283638	105331650	105363107	31458	+	1481	upstream	1481	CEP170B
chr14	105330679	105330787	109	*	X16977	283638	105331650	105363107	31458	+	862	upstream	862	CEP170B
chr14	105444852	105444892	41	*	X17004	113146	105403591	105444694	41104	-	157	upstream	157	AHNAK2
chr14	105445539	105445973	435	*	X17005	113146	105403591	105444694	41104	-	844	upstream	844	AHNAK2
chr14	105445539	105445735	197	*	X17006	113146	105403591	105444694	41104	-	844	upstream	844	AHNAK2
chr14	105445931	105445973	43	*	X17007	113146	105403591	105444694	41104	-	1236	upstream	1236	AHNAK2
chr14	105450978	105451082	105	*	X17008	122616	105452616	105461855	9240	+	1533	upstream	1533	CLBA1
chr14	105451368	105451547	180	*	X17009	122616	105452616	105461855	9240	+	1068	upstream	1068	CLBA1
chr14	105451398	105451547	150	*	X17010	122616	105452616	105461855	9240	+	1068	upstream	1068	CLBA1
chr14	105531553	105531672	120	*	X17017	29933	105515737	105531754	16018	-	0	inside	81	GPR132
chr14	105635331	105635331	1	*	X17028	3714	105607318	105635161	27844	-	169	upstream	169	JAG2
chr14	105635514	105635618	105	*	X17029	3714	105607318	105635161	27844	-	352	upstream	352	JAG2
chr14	105635514	105635618	105	*	X17030	3714	105607318	105635161	27844	-	352	upstream	352	JAG2
chr14	105647748	105647781	34	*	X17033	256281	105639274	105647660	8387	-	87	upstream	87	NUDT14
chr14	105647857	105648156	300	*	X17034	256281	105639274	105647660	8387	-	196	upstream	196	NUDT14
chr14	105648059	105648156	98	*	X17035	256281	105639274	105647660	8387	-	398	upstream	398	NUDT14
chr14	105782951	105783100	150	*	X17050	2972	105675623	105781914	106292	-	1036	upstream	1036	BRF1
chr14	105864761	105864820	60	*	X17058	647310	105864920	105880196	15277	+	99	upstream	99	TEX22
chr14	105864980	105865075	96	*	X17059	647310	105864920	105880196	15277	+	0	inside	59	TEX22
chr14	105951236	105951452	217	*	X17087	1396	105953257	105955124	1868	+	1804	upstream	1804	CRIP1
chr14	105952571	105952690	120	*	X17088	1396	105953257	105955124	1868	+	566	upstream	566	CRIP1
chr14	105953171	105953275	105	*	X17089	1396	105953257	105955124	1868	+	0	overlapStart	0	CRIP1
chr14	105954652	105954771	120	*	X17090	283643	105956192	105965585	9394	+	1420	upstream	1420	TEDC1
chr14	105955477	105955611	135	*	X17091	283643	105956192	105965585	9394	+	580	upstream	580	TEDC1
chr14	105955477	105955611	135	*	X17092	283643	105956192	105965585	9394	+	580	upstream	580	TEDC1
chr14	105955975	105956184	210	*	X17093	283643	105956192	105965585	9394	+	7	upstream	7	TEDC1
chr14	105955975	105956050	76	*	X17094	283643	105956192	105965585	9394	+	141	upstream	141	TEDC1
chr14	105956470	105956524	55	*	X17095	283643	105956192	105965585	9394	+	0	inside	277	TEDC1
chr14	105992611	105992745	135	*	X17099	80757	105992953	105996539	3587	+	207	upstream	207	TMEM121
chr14	105993238	105993525	288	*	X17100	80757	105992953	105996539	3587	+	0	inside	284	TMEM121
chr15	22832563	22832581	19	*	X17119	114791	22833395	22873891	40497	+	813	upstream	813	TUBGCP5
chr15	23035397	23035561	165	*	X17121	81614	23004684	23034427	29744	-	969	upstream	969	NIPA2
chr15	23035492	23035561	70	*	X17122	81614	23004684	23034427	29744	-	1064	upstream	1064	NIPA2
chr15	30115253	30115327	75	*	X17139	7082	29992357	30114706	122350	-	546	upstream	546	TJP1
chr15	30115253	30115327	75	*	X17140	7082	29992357	30114706	122350	-	546	upstream	546	TJP1
chr15	31194729	31194814	86	*	X17146	22909	31196055	31235310	39256	+	1240	upstream	1240	FAN1
chr15	31194766	31194814	49	*	X17147	22909	31196055	31235310	39256	+	1240	upstream	1240	FAN1
chr15	31617980	31618106	127	*	X17167	51621	31619083	31670102	51020	+	976	upstream	976	KLF13
chr15	33487094	33487153	60	*	X17194	342184	33057745	33486934	429190	-	159	upstream	159	FMN1
chr15	34331470	34331649	180	*	X17197	57099	34158428	34331303	172876	-	166	upstream	166	AVEN
chr15	34502663	34502752	90	*	X17198	79768	34432875	34502297	69423	-	365	upstream	365	KATNBL1
chr15	34629942	34630046	105	*	X17202	9990	34522197	34630265	108069	-	0	inside	218	SLC12A6
chr15	34634327	34634401	75	*	X17203	256646	34635516	34649931	14416	+	1114	upstream	1114	NUTM1
chr15	34634327	34634341	15	*	X17204	256646	34635516	34649931	14416	+	1174	upstream	1174	NUTM1
chr15	35262218	35262259	42	*	X17210	9716	35148552	35261995	113444	-	222	upstream	222	AQR
chr15	35839184	35839288	105	*	X17221	89978	35663170	35838404	175235	-	779	upstream	779	DPH6
chr15	38544020	38544031	12	*	X17246	161742	38545052	38649450	104399	+	1020	upstream	1020	SPRED1
chr15	39873050	39873124	75	*	X17256	7057	39873280	39889668	16389	+	155	upstream	155	THBS1
chr15	39873480	39873529	50	*	X17257	7057	39873280	39889668	16389	+	0	inside	199	THBS1
chr15	40075855	40075929	75	*	X17260	161835	39892232	40075039	182808	-	815	upstream	815	FSIP1
